ID Ref,Amoeboid,Early Culminant,Fruiting Body,Loose Aggregate,Mound,Slug,Streaming,Starvation,^10 Amoeboid,^10 Early Culminant,^10 Fruiting Body,^10 Loose Aggregate,^10 Mound,^10 Slug,^10 Streaming,^10 Starvation,Mean Value
1363,10.239376,10.064732,10.311617,11.506182,10.4270525,10.330181,10.133351,10.656196,12668783374,10666505250,13591510917,40673579306,15192022751,13838190683,11416444257,18880869870,17115988301
1364,4.495457,4.3097987,4.253664,4.1441803,4.1901803,4.127721,4.218485,4.1643176,3370842.64,2210903.861,1939241.144,1494123.234,1668503.442,1435831.076,1784699.459,1568333.591,1934059.806
1365,8.293696,7.182071,6.658992,7.692313,6.2942934,7.297845,7.6215196,8.373997,1539859602,365171555.4,171429252.5,725386508,97604497.75,428495584.3,661326169,1695617967,710611391.9
1366,4.5074162,4.3346453,4.73465,5.6506653,5.6964145,5.638377,6.380977,5.1152444,3461597.85,2341723.712,5660812.905,33189127.8,35976245.03,32474397.95,111910746.4,12264896.45,29659943.51
1367,6.3235736,6.8334517,4.4303226,6.6276994,5.0420475,6.1857567,6.9238873,4.376985,102241162,222024699.5,2913087.376,163541519,10618650.52,82021619.87,253221106.7,2580777.613,104895327.8
1368,4.5231857,4.359134,4.664484,5.7247915,4.811183,6.3981915,5.7103343,4.20017,3584628.731,2477434.577,4875689.91,37809134.91,6645363.811,114966774,36865093.42,1708711.279,26116603.83
1369,4.5420847,4.3743806,4.210066,4.177786,4.192366,4.2191105,4.155009,4.17309,3737251.166,2565462.485,1749399.677,1619801.893,1677227.22,1787347.506,1533626.797,1601686.486,2033975.404
1370,4.557133,6.997473,8.236382,4.1857457,5.624302,4.277591,4.484117,4.176584,3862931.763,281457168.3,1436695754,1650929.005,31672790.14,2051127.104,3286770.325,1615147.554,220286577.2
1371,4.5739617,4.4064503,4.606066,4.1982503,4.9885645,4.282501,4.6254272,4.4138885,4007977.153,2759870.861,4298347.929,1700917.607,9544560.13,2074792.792,4482481.434,2806813.662,3959470.196
1372,4.590756,4.4232464,6.524518,4.5734873,5.468065,4.3128285,5.427968,4.3123765,4157594.268,2866891.963,139792649.5,4003822.118,23896631.4,2226495.836,22201012.77,2224163.488,25171157.66
1373,4.6099463,6.126217,6.741341,7.152208,7.215063,5.02767,8.610138,4.591884,4334696.194,74460125.04,193848729,350268724.5,382297339.7,10319713.55,2239242468,4167821.244,407367452.2
1374,14.21465,15.29055,13.8198805,13.422329,15.263891,14.420681,12.913492,15.021354,3.36792E+11,6.98604E+11,2.54122E+11,1.89792E+11,6.86519E+11,3.88918E+11,1.28955E+11,5.84912E+11,4.08577E+11
1375,11.341938,11.346151,11.073472,9.190514,9.580728,10.033854,11.323135,11.484214,35226759073,35357828962,27722865534,4299302562,6516060467,10343744257,34647097019,39903663237,24252165139
1376,7.080954,5.662609,6.9711733,4.8746467,5.6047134,6.150161,6.8666816,5.3932095,316896710.4,33897350.09,271055854.6,7575851.409,30586803.72,77422082.65,233060729.4,20819625.27,123914375.9
1377,5.879124,5.943978,6.012415,5.220967,4.5698776,4.785392,6.1283064,4.6373773,49331713.7,55051851.96,61729036.21,15049063.75,3972333.295,6297601.737,74714467.94,4599645.042,33843214.2
1378,4.7196527,7.2058706,7.112306,5.164848,7.266887,5.3787823,6.197684,4.4414253,5484037.533,377454484.7,331210681.7,13507514.7,410661576.2,20269342.94,83616944.15,2986920.21,155648937.8
1379,4.75013,4.562953,4.312665,4.2896447,4.3538337,4.558444,4.3814535,4.3062935,5848640.862,3912550.482,2225651.912,2109663.66,2447475.574,3874059.076,2607246.357,2192988.039,3152284.495
1380,7.4545817,7.3738513,7.3371096,6.8279223,4.4853525,6.3880973,7.336514,9.099177,529947427.7,475273669.1,452116196.2,220234677.7,3295837.536,113165806.9,451749318.7,3890640752,767052960.7
1381,5.170526,4.6068525,5.935248,5.1394486,4.897084,5.552929,5.1549764,5.8274612,13656746.98,4305693.133,54248621.07,12857758.67,7931869.049,27875406.29,13251554.1,45164156.76,22411475.76
1382,4.848607,6.464433,7.0133915,4.3952274,4.3894186,7.4216876,4.4489098,4.687566,7180750.572,127439596,287925962.1,2690379.189,2655033.445,507021875.1,3037637.928,5122405.505,117884205
1383,14.228466,13.990474,14.28991,15.054044,13.653246,14.28991,14.997306,13.444537,3.4008E+11,2.87292E+11,3.55054E+11,5.97767E+11,2.25092E+11,3.55054E+11,5.75616E+11,1.92956E+11,3.66114E+11
1384,4.9272127,4.667071,6.2453866,5.121677,6.013012,4.707366,5.175175,6.048455,8433602.058,4902798.882,90280357.69,12420007.58,61790357.16,5342932.189,13780037.57,65530659.52,32810094.08
1385,7.3676333,6.310486,7.779067,8.057804,5.824344,7.5219398,8.288787,8.461432,471281097.7,100144724.4,811474954.5,1153896864,44923147.34,579827131.7,1530769483,1881216096,821691687.3
1386,7.009038,6.5032163,6.343695,4.4776764,5.1688538,4.8644733,5.4844522,8.466567,286143671.6,135295076,105541422.3,3239865.944,13612643.91,7419219.84,24622523.31,1892663884,308567288.4
1387,8.085862,8.722946,8.31431,9.720522,8.968286,8.1157875,9.944073,10.850504,1194712067,2550538242,1578563773,7531749637,3365847967,1239671656,9454597357,22620339248,6192002493
1388,10.210513,11.078676,11.601655,11.485801,10.061194,10.907743,11.532998,10.913964,12316168616,27853425555,44177330219,39958840290,10629069126,23842345042,41631510369,23978674324,28048420443
1389,5.2071505,5.292063,4.2952085,4.7490015,4.2650657,4.783551,4.686031,5.310946,14655522.31,17228602.72,2137186.903,5834760.948,1991852.868,6273415.978,5105656.267,17853314.55,8885039.068
1390,7.3144417,5.4694753,4.5050206,5.011392,4.4125175,5.2482557,5.8947496,7.7997847,438340730.5,23958336.15,3443244.101,9990420.164,2798107.581,15854401.83,50658650.52,833347522.9,172298926.7
1391,7.88441,6.7964153,5.893205,7.7933955,7.740349,5.1092772,8.272249,9.121812,928307803,210280542.6,50526066.17,826546258.2,771978895.5,12122568.77,1500499949,3988514472,1036097069
1392,7.085331,7.3939176,4.4581656,5.0736184,5.2734027,7.213927,5.868522,6.697945,318861024.1,488366722.8,3101429.865,11302590.6,16630655.68,381695845,48449284.76,181725457.2,181266626.3
1393,5.4394383,4.834415,4.756749,4.846069,5.070197,4.8240333,5.440293,5.868522,22674647.74,6973315.061,5930650.83,7143251.397,11226602.34,6825004.947,22710301.66,48449284.76,16491632.34
1394,7.058169,7.5087323,6.981483,8.241021,7.2353034,7.4348545,7.474637,8.305687,306846044,569726226.7,275091295.4,1444808235,393158321.5,516089161,544378623.7,1562268251,701545769.7
1395,6.104283,4.6221194,4.8074417,4.255534,6.9358478,4.369997,4.8061996,4.243389,71836736.92,4450528.65,6593868.204,1947783.341,257629472.5,2539869.415,6576851.404,1892903.448,44183501.74
1396,12.932138,12.7859745,12.457448,13.134491,13.552804,12.152285,12.932138,13.483454,1.30829E+11,1.16772E+11,90010014177,1.52803E+11,2.0907E+11,70239184744,1.30829E+11,1.98615E+11,1.37396E+11
1397,5.71927,4.5592127,5.148389,4.2728066,5.0445023,4.3717637,4.5263357,4.4150586,37446048.51,3880596.943,13083186.65,2028300.781,10670462.5,2550156.285,3609670.887,2814263.269,9510335.729
1398,6.8943486,6.778297,6.2359366,4.279429,5.0652194,6.150666,4.9311953,7.0421243,242623235.1,204741528.4,88923574.36,2059957.47,11116872.27,77485678.71,8502018.215,299941711.3,116924322
1399,6.9985304,5.919763,7.4933724,4.4639163,6.4412346,5.4378524,4.6717157,5.6801996,281882772.3,52849781.88,558178576.5,3141669.012,122939423.3,22608625.15,4951810.959,34965196.17,135189731.9
1400,5.664027,5.345563,4.7290287,4.285939,4.269239,4.348791,4.192549,4.2770104,33982329.72,19051734.59,5593961.81,2091509.57,2011428.878,2419275.696,1677959.487,2048344.796,8609568.069
1401,7.8832054,7.8047333,10.271904,7.8970547,9.26011,9.840849,7.412259,10.251686,926890485.6,838649845.4,13077042006,943303535.6,4636192463,8517765501,500617308.3,12821916864,5282797251
1402,11.20249,10.8530035,10.937869,11.686511,10.949479,10.97688,12.21627,10.7829075,31127600866,22672501049,24509089424,47516968089,24770487275,25397394500,74026331529,21249993267,33908795750
1403,5.59186,5.2409186,5.602406,4.6317143,7.2771864,5.7211494,6.2837224,6.8993773,29892545.37,15634145.32,30461114.18,4543783.475,416519167.9,37569281.48,95977604.65,244398735.5,109374547.2
1404,9.583287,8.971016,8.741996,8.408415,8.588392,7.79623,9.316474,9.735294,6533485714,3376107856,2606789928,1766612841,2183326003,829557376.5,4926242231,7646993391,3733639418
1405,7.2487655,5.1846876,5.1058517,4.2790656,6.743983,5.085718,5.662129,4.7895207,400535029.5,14035436.83,12041538.13,2058208.866,194609783.1,11575046.69,33868627.42,6352147.088,84384477.2
1406,5.509908,9.4338,10.720978,4.2730193,9.034451,7.565874,4.9325724,4.384401,25789532.77,5582987404,20060605997,2029310.694,3622577352,614597860.3,8525791.059,2624839.067,3739967261
1407,5.476123,5.318587,4.5671725,4.266386,5.583931,4.3099604,6.368233,5.5957303,24251127.96,18111844.34,3948881.944,1998027.473,29471377.22,2211733.514,109695661,30100086.55,27473592.49
1408,9.951712,9.773434,9.414115,9.473074,10.894815,9.515301,9.968455,10.281306,9527478811,7951917125,5467578060,5819816595,23561264832,6084505807,9688990431,13197232000,10162347958
1409,5.4104776,5.3619194,4.811183,4.468153,5.338994,4.2025504,4.806446,5.269018,21495919.82,19642773.74,6645363.811,3171614.243,18818904.05,1718419.947,6580223.944,16492892.27,11820763.98
1410,12.595072,11.423204,14.869934,17.101723,15.548316,16.651985,16.598831,13.024842,1.00463E+11,37833744500,5.28555E+11,2.13993E+12,8.25721E+11,1.63931E+12,1.58772E+12,1.40516E+11,8.75006E+11
1411,5.332287,5.4365926,4.744685,4.888818,6.3319793,6.4296412,6.603951,6.8905015,18583827.44,22556301.79,5781943.57,7798995.995,103608375.5,120744506.9,157775084.8,241272773.2,84765226.14
1412,5.2850146,4.236839,4.3368816,4.2339807,4.313192,4.5076184,4.2577868,4.6278567,17000508.59,1863887.137,2353833.056,1851350.894,2228373.115,3463151.016,1958119.139,4506081.341,4403163.036
1413,12.545183,12.379939,11.90873,12.8897915,13.412906,12.327727,13.459685,12.487419,96553941845,84563908531,57365989429,1.26607E+11,1.88464E+11,81064383233,1.95141E+11,92199133984,1.15245E+11
1414,6.7980304,6.738193,5.5026965,5.948699,5.941453,6.583212,6.1220574,5.1553316,210780787.9,192945414.6,25453974.26,55490666.97,54818438.4,152889763.7,73956095.05,13260687.82,97449478.6
1415,5.750997,5.28866,4.733516,5.7663865,4.832908,5.0472655,4.7060714,5.8023143,39575955.63,17118136.21,5647269.249,40647840.91,6951608.078,10729055.8,5328256.453,43252627.98,21156343.79
1416,6.9963937,5.6728225,4.9861207,5.191802,4.654119,4.67609,5.158045,5.444164,281023346,34513734.11,9497906.139,14229223.93,4768423.664,4998372.445,13330648.19,22872413.52,48154258.51
1417,8.853234,9.2447405,9.256356,8.902916,6.639254,8.515246,10.35706,9.940475,2958144824,4559815286,4617431832,3128403462,166415141.7,2004342751,14202504053,9420444040,5132187674
1418,9.416457,7.9843493,7.6855235,7.8977447,7.972347,6.7793717,7.637804,7.969624,5481195285,1052919775,719009367.3,944128065,1037198627,205066378.1,675592926.6,1033661456,1393596485
1419,4.977216,4.3690953,4.3492184,4.9750504,4.301263,4.9683566,5.3708386,4.6571245,9329639.989,2534633.542,2421654.417,9289125.865,2167504.373,9164897.125,19971975.06,4799306.45,7459842.103
1420,4.9362907,4.1755176,4.3215714,4.1781464,4.5368047,4.089871,4.398406,4.6488867,8590279.121,1611028.361,2272044.991,1621199.77,3694033.605,1309471.649,2709899.279,4715086.011,3315380.348
1421,10.458412,8.870757,9.630217,11.162757,10.697112,10.310725,7.748826,10.9713335,15655158350,3017218946,6860578421,30041022299,19618483312,13579758241,780475166.7,25269355588,14352756291
1422,11.727377,11.786889,11.6003475,10.825343,11.753045,10.7198105,11.949479,9.067438,49204958110,51759722221,44127567859,22101240895,50292588614,20038770971,59359427488,3757041109,37580164658
1423,6.1557775,5.355095,4.309093,5.3661213,6.2479796,4.4469056,4.7754574,6.182626,78132035.57,19394196.73,2207286.324,19797249.47,90655890.6,3023981.308,6168076.514,81607440.89,37623269.68
1424,8.67154,7.2477493,5.476123,6.7859216,7.516123,4.7235456,5.234397,8.939588,2404154189,399973876,24251127.96,207056266.1,575358835,5529439.656,15440685.73,3259680532,861430618.9
1425,4.785392,5.0732493,4.5153327,4.6095476,5.491517,4.745695,4.994562,7.0576587,6297601.737,11294370.79,3522877.618,4330948.708,24941543.36,5794263.377,9659932.375,306624268.9,46558225.85
1426,9.258678,8.770434,8.012886,8.575689,9.263255,8.209516,8.5387535,9.423106,4629027959,2692841844,1091163023,2151246754,4651962394,1390514546,2060367846,5520021446,3023393226
1427,6.659445,6.0145216,6.358188,7.491061,6.404526,6.1799974,7.9544005,7.9468613,171545908.6,61945660.66,107977595.1,556459211,116110081.7,81261142.45,1014085416,1004514781,389237474.6
1428,4.7108097,4.172105,4.388244,4.563177,4.438557,4.014787,4.6054173,5.42752,5382147.633,1597909.94,2647937.176,3914471.617,2967686.456,1087990.472,4292298.142,22182695.86,5509142.162
1429,10.033854,9.672671,9.163532,10.11841,9.16501,9.251703,10.407984,9.944073,10343744257,7169092140,4174735913,11249228314,4181474297,4594273285,14916473442,9454597357,8260452375
1430,4.6697483,4.1775923,5.391088,5.88776,7.064218,7.929746,6.8029895,7.1095824,4930996.868,1619051.04,20737872.97,50061169.08,309485944.4,983088838.3,212323471.6,329944520.7,239023983.1
1431,17.263327,17.253582,17.12396,17.35035,18.385828,17.321835,17.385614,17.184967,2.35096E+12,2.33772E+12,2.16791E+12,2.47219E+12,4.414E+12,2.43186E+12,2.5229E+12,2.2464E+12,2.61799E+12
1432,11.1680975,10.7198105,10.1842,9.42152,11.000911,11.503375,9.302884,8.6909,30185054745,20038770971,12002430371,5510737749,25958913512,40574462604,4854852689,2458371590,17697949279
1433,11.770324,11.654843,11.914437,11.376886,11.346151,12.269388,10.572012,8.160549,51036887118,46244945934,57641497082,36327378875,35357828962,77308813069,17441204496,1309766169,40333540213
1434,4.6488867,5.979217,4.252013,4.4579577,5.1390767,9.599928,5.066245,4.85314,4715086.011,58404075.38,1931727.385,3099983.862,12848457.59,6647827752,11139402.11,7248167.103,843401831.5
1435,4.578644,4.202984,4.248338,4.119949,4.4414253,8.877168,4.309093,4.172105,4049195.771,1720193.757,1915096.319,1409024.031,2986920.21,3039095795,2207286.324,1597909.94,381872677.6
1436,5.749534,5.404873,4.3153296,4.433328,4.2679386,8.352571,4.266386,4.2378488,39475393.27,21274283.22,2239441.502,2932909.335,2005310.505,1652729427,1998027.473,1868334.257,215565390.9
1437,4.5495443,4.2194886,4.7723103,5.5210066,6.5364127,8.176541,4.779754,5.686178,3799084.752,1788949.902,6127548.274,26313745.08,142362187.1,1335660824,6223797.491,35334952.12,194701386.1
1438,4.534193,4.5334725,4.7936153,6.047925,6.1089673,7.7881684,5.0456643,5.1353407,3672823.185,3666991.105,6406661.501,65473260.46,72389904.64,821019240.7,10695067.38,12755356.99,124509913.2
1439,10.238366,8.425963,9.130234,10.690392,10.1062765,11.294414,10.579742,9.308985,12656292581,1803829467,4025493064,19495586460,11115058692,33778240911,17569150790,4886785820,13166304723
1440,5.008704,5.57754,5.0705266,8.520575,5.933278,7.7381563,7.0186915,5.2878156,9936962.913,29135799.22,11233902.59,2016921686,54068830.27,769794805.5,290109224.6,17090824.62,399786504.5
1441,7.7352877,7.839542,7.092911,6.7957826,6.345838,7.4712877,5.935248,7.744887,766945866.8,876812861.6,322288719.3,210084867.7,105898500.3,541944237.6,54248621.07,776516800.9,456842559.4
1442,4.493747,4.286824,5.691751,5.9363017,6.7755947,6.9168687,6.473801,6.9124126,3358042.42,2095832.326,35682799.95,54345007.04,203926749.3,250665934.5,129298490.2,249055726.4,116053572.8
1443,5.167711,8.900048,9.7325535,10.075569,7.7174106,10.651597,9.912976,8.873669,13582577.17,3118340168,7625494237,10781912803,749404113,18799541904,9163060356,3027138203,6659809295
1444,8.37143,8.625333,8.187401,8.639819,7.5407143,8.5471945,8.91211,7.9988427,1690427313,2279075485,1353507344,2317642484,594463052.2,2080826494,3160860887,1072189533,1818624074
1445,4.4893045,5.018748,4.640337,5.3979354,5.2836437,4.1242604,6.2077436,4.433124,3324992.245,10138037.55,4629085.679,21002782.17,16956461.76,1423838.665,84984105.67,2931560.034,18173857.97
1446,4.665062,6.313608,6.572624,4.9223814,6.855035,5.639395,7.04882,4.2790656,4881734.997,100641277,150448507.3,8351271.644,229137813.8,32533077.62,302805810.7,2058208.866,103857212.7
1447,4.4961734,4.32467,4.2093277,5.831593,4.6171727,4.488192,6.31621,4.181459,3376218.299,2288388.392,1746334.255,45485404.35,4403126.79,3316761.724,101056815.6,1634099.24,20413393.58
1448,12.850008,12.934881,13.057905,15.086388,13.2863655,14.594312,13.513349,11.648545,1.22754E+11,1.31107E+11,1.44124E+11,6.10735E+11,1.7142E+11,4.38365E+11,2.03063E+11,45995656041,2.33445E+11
1449,8.450166,8.19361,8.1066675,7.8475575,5.481212,7.178335,7.740882,6.5975327,1856318127,1363806906,1225811257,885819150.6,24477440.22,363276430.9,772510644.5,156248376.8,831033541.7
1450,7.5569453,6.6027517,6.13336,6.1216164,5.9419284,5.0340896,7.457971,6.7957826,607383215.5,157488793.9,75332879,73902838.34,54862316.68,10452240.92,532361822.2,210084867.7,215233621.8
1451,5.8447456,6.0069284,6.444312,6.3017054,4.941926,4.872954,5.2326317,5.3992524,46521758.97,61168038.46,123528049.9,98759973.27,8688851.609,7549585.662,15388690.99,21054081.51,47832378.79
1452,9.648223,10.487996,9.180724,9.033023,9.597581,8.298096,9.74691,9.008319,6989938069,16103679943,4253724063,3616855518,6631592945,1548048448,7738727590,3519148301,6300214360
1453,4.577579,5.555778,6.548293,5.035224,5.9290004,4.7025084,4.632805,6.386407,4039787.128,28018755.21,144970966.6,10475818.27,53680282.96,5288053.008,4554494.757,112866724.8,45486860.35
1454,4.5959897,5.3887243,4.8576856,4.5993853,4.999267,4.335175,4.282308,4.4006743,4205236.907,20647127.81,7316342.517,4236409.453,9751318.035,2344586.906,2073857.932,2723906.965,6662348.316
1455,14.783796,12.226356,12.121868,11.553845,12.344443,11.795047,11.566456,11.876006,4.98723E+11,74639783624,68500778134,42390190658,82170321621,52119082003,42855158021,55808979773,1.14651E+11
1456,7.1021523,6.3410544,6.685287,7.846987,7.2514825,7.3660345,7.754561,7.843574,326512499.6,105102922,178320208.4,885175390.4,402038859.5,470259400.8,786270834.2,881332899.8,504376626.8
1457,4.6576686,5.4645214,6.3554296,6.4526544,6.317258,5.1777854,6.8124895,6.7738924,4804916.513,23742219.22,107510064.7,125136513.9,101224616.6,13849703.18,215307153.4,203414982.7,99373771.28
1458,9.047677,7.473112,5.8753095,4.4614234,4.571529,4.8861747,4.580581,5.291178,3675960871,543268983.7,49012572.02,3124168.204,3986711.336,7756930.611,4066358.582,17199812.73,538047051
1459,9.580728,9.991504,10.4430685,9.990589,9.265788,9.473074,10.652762,9.990589,6516060467,9915364084,15426992456,9906287553,4664698663,5819816595,18820113700,9906287553,10121952634
1460,4.7321014,4.5475006,4.6496935,4.6301565,4.7112126,4.54234,4.880524,4.238495,5630415.197,3782053.347,4723275.291,4528524.325,5386752.578,3739352.319,7667689.67,1871185.105,4666155.979
1461,17.413927,17.245043,16.932983,17.300482,18.401249,17.505854,17.395699,17.060625,2.56429E+12,2.32618E+12,1.93791E+12,2.40205E+12,4.45116E+12,2.70292E+12,2.53757E+12,2.08905E+12,2.62639E+12
1462,4.7949705,4.590526,5.5263004,4.305849,4.3456354,4.609306,4.262243,4.3616867,6424796.793,4155511.754,26567145.06,2190725.466,2401777.991,4328679.265,1978709.605,2491980.674,6317415.826
1463,6.691374,6.679498,5.5176682,4.647362,5.6688724,4.751877,4.7791595,4.991685,179950494.8,176782080.8,26155065.39,4699644.699,34274159.71,5870186.593,6216060.738,9604432.62,55444015.67
1464,8.058325,7.117386,7.4915957,7.6572413,7.9154882,7.5041904,7.8034806,8.48621,1154643165,333583988.7,556856530.3,692984196.8,965555091.1,566289418.3,837304740.9,1937036241,880531671.6
1465,7.221659,7.8475575,8.196659,4.9311953,4.3766484,5.9644885,6.257431,7.2117,385806709.3,885819150.6,1368890401,8502018.215,2578793.624,56981260.96,92036626.96,380519153.4,397641764.2
1466,4.9511347,4.7734194,6.4670467,4.4802985,4.5883617,4.9611597,4.4043994,5.244418,8852122.567,6141803.793,127955798.4,3258888.475,4135961.235,9033001.29,2747052.428,15738849.88,22232934.76
1467,5.008405,4.7401104,6.00075,4.369997,4.6867123,6.8943486,4.522163,5.3040023,9931032.529,5726438.062,60541801.25,2539869.415,5113084.217,242623235.1,3576532.065,17621263.17,43459156.98
1468,10.838551,7.736945,8.477688,6.274958,8.856663,7.4411035,7.5592647,8.097048,22372383482,768590648,1917671854,94647300.82,2969622184,520443337,609249990.9,1211343012,3807993976
1469,10.498925,10.040619,10.173449,10.210513,11.15249,9.891672,10.820466,11.278486,16272277171,10413695560,11876326344,12316168616,29765859329,8968030377,22001872687,33304893398,18114890435
1470,6.690846,8.210101,7.8626466,7.1569858,7.6962943,6.9738555,6.6691103,7.6272745,179808550.7,1391505727,902999604.3,352615627.2,729149637.4,272100565.6,174051993.8,666336749.7,583571056.9
1471,5.79908,5.2201557,5.733767,4.6203227,5.0970798,4.7925196,6.163125,5.955771,43012134.99,15025694.95,38406117.63,4433258.884,11836255.45,6392032.536,79069639.99,56153897.81,31791129.03
1472,5.3001137,4.7846146,6.025895,5.3919096,7.199023,4.832603,6.873927,7.006679,17492499.23,6287378.587,63127065.17,20769499.1,373882907.1,6947222.233,235531586.2,285182068.2,126152528.2
1473,5.36147,4.807965,4.3169045,4.3800526,4.606066,4.8147426,4.7280865,4.568686,19626316.7,6601049.284,2247627.885,2598922.085,4298347.929,6694694.191,5582826.526,3961987.543,6451471.517
1474,8.29235,7.8352942,8.380776,10.17935,8.655014,9.69054,8.666129,5.77831,1537362358,872073481.1,1709394611,11945393788,2358727373,7302638214,2389194435,41496204.53,3519535058
1475,5.4619484,4.8441014,5.6922307,4.8928123,5.646241,4.827504,6.2728376,6.771804,23630664.25,7114301.315,35712884.78,7862950.742,32930180.65,6874267.422,94327959.65,202788720.9,51405241.22
1476,7.683752,7.146282,6.8905015,7.023835,6.0191875,6.9804893,6.748304,7.352785,717353781,347377351.2,241272773.2,292242253.5,62427899.1,274699998.6,195860286.8,461868848.1,324137898.9
1477,6.526824,4.629329,5.010718,4.25904,5.111175,4.355864,4.8210244,4.259565,140287513.7,4520437.467,9976991.82,1963890.137,12167672.42,2458912.736,6782554.548,1966312.313,22515535.64
1478,12.494564,12.015304,11.72216,11.373963,12.432182,11.997574,11.916339,11.308875,92728035577,62711564273,48986504320,36234152798,88201017095,61792301770,57733581096,34213226871,60325047975
1479,5.7237644,4.5665426,5.167233,4.2695947,6.5498447,5.269399,5.9187818,5.3683343,37741355.28,3943439.063,13570018.86,2013105.368,145314860,16504822.07,52762248.74,19879045.44,36466111.85
1480,5.708823,5.108541,5.324544,4.277949,5.4839916,4.3639903,4.623798,5.569654,36767642.2,12105112.58,18315728.71,2052844.379,24601852.42,2505173.251,4466717.93,28726463.68,16192691.89
1481,17.993048,17.515621,17.113361,16.91302,14.430197,15.7857275,16.811836,16.811836,3.5567E+12,2.71804E+12,2.15453E+12,1.91519E+12,3.91492E+11,9.60829E+11,1.80365E+12,1.80365E+12,1.91301E+12
1482,8.947501,8.68956,8.174655,8.607316,8.637901,8.631484,8.17031,9.322982,3288649247,2454583797,1332583186,2231914095,2312502561,2295380555,1325517145,4960762750,2525236667
1483,5.650095,4.4453993,5.01233,4.287213,4.311597,4.3910007,4.756294,5.141694,33155646.49,3013753.778,10009135.35,2097734.928,2220146.386,2664618.651,5924980.393,12914044.16,9000007.517
1484,6.5049157,9.533216,9.008319,8.485028,9.590245,8.448801,8.177166,10.679592,135649040.8,6200037726,3519148301,1934339935,6581077747,1853321697,1336682130,19299524699,5107472659
1485,7.1064644,6.6408944,7.5614405,9.436152,4.6741285,5.183486,12.1021805,8.933727,328500358.4,166826770.9,611005881.9,5596922328,4977445.086,14002942.29,67396331850,3238372256,9669617479
1486,10.0684395,9.880249,9.647414,8.984864,8.991234,8.720246,10.842179,9.938728,10705862170,8865003211,6984079242,3428586239,3452971587,2542654587,22447383708,9403901062,8478805226
1487,12.403436,12.879952,12.734831,14.004493,12.172485,12.674887,13.679827,13.014394,86182700999,1.25644E+11,1.12184E+11,2.90184E+11,71415499880,1.07014E+11,2.29512E+11,1.39393E+11,1.45191E+11
1488,5.5218735,4.3323765,6.088433,6.043124,5.664027,5.376133,5.653111,5.8807464,26355091.73,2329495.707,69993113.42,64955369.42,33982329.72,20169728.01,33333055.86,49468018.42,37573275.29
1489,7.970667,10.527868,10.704134,14.349738,12.461594,13.355789,13.858276,13.580497,1035015026,16726470562,19747647750,3.70203E+11,90310028204,1.80591E+11,2.61272E+11,2.13381E+11,1.44158E+11
1490,5.4535675,8.428479,9.533942,4.2628455,4.475438,4.2310424,4.887045,5.5979414,23270565.04,1809222961,6204760970,1981508.439,3223706.171,1838542.929,7770757.932,30219235.91,1010286031
1491,5.4176383,4.2754683,4.335306,4.2565017,4.556878,4.211127,4.5014796,5.014643,21782116.02,2040971.346,2345295.488,1952217.097,3860770.756,1753813.431,3416275.318,10055419.74,5900859.899
1492,13.507014,12.457448,12.484859,15.29055,13.620575,13.794297,15.095567,13.447607,2.02113E+11,90010014177,92010294195,6.98604E+11,2.19763E+11,2.49457E+11,6.14461E+11,1.93397E+11,2.94977E+11
1493,5.344217,5.319363,4.404792,4.300555,4.265261,4.176181,4.311825,4.4972796,19003817.1,18138287.5,2749502.082,2163939.241,1992765.137,1613589.77,2221320.693,3384534.06,6408469.448
1494,9.101362,9.362613,8.301458,8.720922,7.851708,7.995254,9.038943,9.635429,3899993512,5175719405,1554331863,2544626360,890515331.7,1067388829,3640629444,6897799333,3208875510
1495,9.318978,10.388403,9.16118,10.36021,9.883715,8.846923,11.246807,10.812182,4939498577,14638207188,4164033003,14245758767,8896150858,2937125296,32381161693,21834008502,13004492986
1496,7.0588264,6.5752926,6.944313,7.22226,7.6746597,6.3892627,6.3313513,8.208936,307131961.1,151060471.7,260791165.4,386127905.2,708910283.7,113372428.3,103505663.5,1389532463,427554042.8
1497,6.715372,5.200576,4.9302816,6.314184,5.8959274,5.2116613,5.5979414,5.889445,186509413.1,14471530.84,8486277.974,100733131.3,50759960.05,14782974.8,30219235.91,50204622.25,57020893.27
1498,9.980886,9.335321,9.428842,9.012813,9.092436,9.246116,9.201702,10.854127,9810495701,5026811036,5553714917,3536743818,3861913376,4566604256,4351927422,22695982498,7425524128
1499,5.07091,8.370842,8.973919,6.6985035,7.918547,5.7591424,5.467114,6.39715,11242399.82,1689240351,3387048785,181877043.7,969292802.5,40140074.1,23855103.15,114779767.7,802184540.9
1500,5.3948364,5.0065913,4.75013,4.5470514,4.339911,4.9812164,4.5564313,4.5790586,20882514.47,9895127.705,5848640.862,3778319.112,2370326.838,9404898.066,3856987.803,4052863.845,7511209.838
1501,4.9924035,5.0472655,5.427112,5.559857,7.332027,5.724303,6.9879613,6.7663636,9618266.138,10729055.8,22166026.22,28225147.25,448994018.9,37776884.53,277654624.6,201165413.8,129541179.7
1502,7.7454147,7.650032,6.987446,8.239107,8.023953,7.5023975,7.8719697,6.3231096,777046045,686487317.2,277449947,1441456132,1106327637,564937894.2,913764197.5,102166166.1,733704417
